year;loc;rep;blk;plt;pgl;gen;yld
y18;wvb;r1;b3;124;RGS001;101MER01;75,65217391
y18;wvb;r1;b2;61;RGS002;101MER02;79,13043478
y18;wvb;r1;b2;64;RGS003;101MER03;69,85507246
y18;wvb;r1;b3;170;RGS004;101MER04;84,05797101
y18;wvb;r1;b5;243;RGS005;101MER05;81,15942029
y18;wvb;r1;b2;75;RGS006;101MER06;89,85507246
y18;wvb;r1;b5;277;RGS007;101MER07;83,76811594
y18;wvb;r1;b1;22;RGS008;101MER08;88,69565217
y18;wvb;r1;b4;189;RGS009;101MER09;71,88405797
y18;wvb;r1;b2;70;RGS010;101MER10;89,27536232
y18;wvb;r1;b2;97;RGS011;101MER11;91,30434783
y18;wvb;r1;b3;121;RGS012;101MER12;73,33333333
y18;wvb;r1;b4;186;RGS013;101MER13;72,46376812
y18;wvb;r1;b2;88;RGS014;101MER14;97,10144928
y18;wvb;r1;b5;298;RGS015;101MER15;65,2173913
y18;wvb;r1;b2;91;RGS016;101MER16;101,4492754
y18;wvb;r1;b2;62;RGS017;101MER17;69,27536232
y18;wvb;r1;b2;109;RGS018;101MER18;84,63768116
y18;wvb;r1;b3;138;RGS019;101MER19;88,69565217
y18;wvb;r1;b1;56;RGS020;101QUA01;55,07246377
y18;wvb;r1;b2;80;RGS021;101JEN01;95,36231884
y18;wvb;r1;b3;156;RGS022;101JEN02;88,11594203
y18;wvb;r1;b2;111;RGS023;101JEN03;85,2173913
y18;wvb;r1;b3;128;RGS024;101JEN04;81,73913043
y18;wvb;r1;b2;108;RGS025;101JEN05;78,84057971
y18;wvb;r1;b5;300;RGS026;101JEN06;64,92753623
y18;wvb;r1;b4;217;RGS027;101JEN07;88,98550725
y18;wvb;r1;b1;7;RGS028;101JEN08;61,73913043
y18;wvb;r1;b5;295;RGS029;101JEN09;55,07246377
y18;wvb;r1;b3;120;RGS030;101JEN10;76,52173913
y18;wvb;r1;b3;142;RGS031;101JEN11;102,3188406
y18;wvb;r1;b4;199;RGS032;101JEN12;83,76811594
y18;wvb;r1;b5;282;RGS033;101ETI01;77,97101449
y18;wvb;r1;b1;44;RGS034;101ETI02;82,89855072
y18;wvb;r1;b4;210;RGS035;101ETI03;92,17391304
y18;wvb;r1;b5;242;RGS036;101ETI04;68,69565217
y18;wvb;r1;b4;198;RGS037;101ETI05;86,95652174
y18;wvb;r1;b5;294;RGS038;101ETI06;57,68115942
y18;wvb;r1;b4;226;RGS039;101ETI07;72,17391304
y18;wvb;r1;b5;270;RGS040;101ETI08;98,26086957
y18;wvb;r1;b4;228;RGS041;101ETI09;72,46376812
y18;wvb;r1;b5;290;RGS042;101ETI10;57,97101449
y18;wvb;r1;b4;182;RGS043;101ETI11;79,13043478
y18;wvb;r1;b5;248;RGS044;101ETI12;50,43478261
y18;wvb;r1;b4;195;RGS045;101ETI13;77,39130435
y18;wvb;r1;b3;176;RGS046;101ETI14;74,20289855
y18;wvb;r1;b1;46;RGS047;101OTT04;75,07246377
y18;wvb;r1;b2;98;RGS048;101OTT05;91,88405797
y18;wvb;r1;b3;163;RGS049;101OTT06;83,1884058
y18;wvb;r1;b2;118;RGS050;101OTT09;73,91304348
y18;wvb;r1;b3;169;RGS051;146MER01;83,47826087
y18;wvb;r1;b2;79;RGS052;146MER02;86,08695652
y18;wvb;r1;b4;190;RGS053;146MER03;84,92753623
y18;wvb;r1;b3;132;RGS054;146MER04;98,84057971
y18;wvb;r1;b4;224;RGS055;146MER05;70,14492754
y18;wvb;r1;b5;264;RGS056;146MER06;78,84057971
y18;wvb;r1;b3;150;RGS057;146MER07;90,43478261
y18;wvb;r1;b1;9;RGS058;146MER08;78,26086957
y18;wvb;r1;b3;165;RGS059;146MER09;77,68115942
y18;wvb;r1;b4;181;RGS060;146MER10;79,71014493
y18;wvb;r1;b2;112;RGS061;146QUA01;80,28985507
y18;wvb;r1;b1;4;RGS062;146QUA02;76,52173913
y18;wvb;r1;b3;141;RGS063;146QUA03;94,49275362
y18;wvb;r1;b3;175;RGS064;146QUA04;71,30434783
y18;wvb;r1;b1;15;RGS065;146QUA05;66,66666667
y18;wvb;r1;b2;117;RGS066;146QUA06;77,10144928
y18;wvb;r1;b3;122;RGS067;146QUA07;77,39130435
y18;wvb;r1;b2;100;RGS068;146QUA08;89,27536232
y18;wvb;r1;b5;296;RGS069;146QUA09;62,02898551
y18;wvb;r1;b2;86;RGS070;146QUA10;95,36231884
y18;wvb;r1;b4;229;RGS071;146JEN01;71,01449275
y18;wvb;r1;b1;6;RGS072;146JEN02;61,73913043
y18;wvb;r1;b2;74;RGS073;146JEN03;76,52173913
y18;wvb;r1;b3;172;RGS074;146JEN04;70,72463768
y18;wvb;r1;b5;291;RGS075;146JEN05;65,2173913
y18;wvb;r1;b2;63;RGS076;146JEN06;60,86956522
y18;wvb;r1;b5;286;RGS077;146JEN07;77,39130435
y18;wvb;r1;b1;13;RGS078;146ETI01;53,33333333
y18;wvb;r1;b4;200;RGS079;146ETI02;90,14492754
y18;wvb;r1;b3;130;RGS080;146ETI03;67,82608696
y18;wvb;r1;b4;214;RGS081;146ETI04;93,33333333
y18;wvb;r1;b4;220;RGS082;146ETI05;76,52173913
y18;wvb;r1;b1;28;RGS083;146ETI06;88,11594203
y18;wvb;r1;b3;177;RGS084;146ETI07;71,5942029
y18;wvb;r1;b3;166;RGS085;146ETI08;79,13043478
y18;wvb;r1;b1;51;RGS086;146ETI09;77,39130435
y18;wvb;r1;b2;90;RGS087;146ETI10;86,37681159
y18;wvb;r1;b5;260;RGS088;146ETI12;73,62318841
y18;wvb;r1;b1;38;RGS089;146ETI13;77,39130435
y18;wvb;r1;b4;202;RGS090;146ETI14;79,71014493
y18;wvb;r1;b1;3;RGS091;146OTT01;63,47826087
y18;wvb;r1;b5;273;RGS092;146OTT02;88,98550725
y18;wvb;r1;b1;42;RGS093;146OTT03;72,17391304
y18;wvb;r1;b4;237;RGS094;146OTT04;73,04347826
y18;wvb;r1;b4;234;RGS095;146OTT05;60
y18;wvb;r1;b1;37;RGS096;146OTT06;78,84057971
y18;wvb;r1;b1;32;RGS097;146OTT07;95,65217391
y18;wvb;r1;b1;16;RGS098;146OTT08;70,43478261
y18;wvb;r1;b2;105;RGS099;146OTT09;77,68115942
y18;wvb;r1;b2;102;RGS100;146OTT10;83,76811594
y18;wvb;r1;b1;25;RGS101;D33MER01;84,05797101
y18;wvb;r1;b3;135;RGS102;D33MER02;96,52173913
y18;wvb;r1;b5;278;RGS103;D33MER03;89,27536232
y18;wvb;r1;b5;268;RGS104;D33MER04;92,46376812
y18;wvb;r1;b5;288;RGS105;D33MER05;78,84057971
y18;wvb;r1;b5;297;RGS106;D33MER06;66,37681159
y18;wvb;r1;b1;50;RGS107;D33MER07;82,31884058
y18;wvb;r1;b3;123;RGS108;D33MER08;71,88405797
y18;wvb;r1;b5;249;RGS109;D33MER09;68,4057971
y18;wvb;r1;b3;140;RGS110;D33MER10;101,4492754
y18;wvb;r1;b2;81;RGS111;D33MER11;89,85507246
y18;wvb;r1;b3;159;RGS112;D33MER12;88,98550725
y18;wvb;r1;b3;157;RGS113;D33MER13;87,24637681
y18;wvb;r1;b1;12;RGS114;D33MER14;66,66666667
y18;wvb;r1;b5;252;RGS115;D33MER15;67,82608696
y18;wvb;r1;b3;160;RGS116;D33MER16;86,95652174
y18;wvb;r1;b5;280;RGS117;D33MER17;80
y18;wvb;r1;b3;154;RGS118;D33MER18;94,20289855
y18;wvb;r1;b2;94;RGS119;D33MER19;93,04347826
y18;wvb;r1;b5;292;RGS120;D33MER20;60,86956522
y18;wvb;r1;b1;14;RGS121;D33MER21;73,62318841
y18;wvb;r1;b2;73;RGS122;D33MER22;89,85507246
y18;wvb;r1;b2;60;RGS123;D33QUA01;76,52173913
y18;wvb;r1;b5;265;RGS124;D33QUA02;87,53623188
y18;wvb;r1;b5;256;RGS125;D33QUA03;69,27536232
y18;wvb;r1;b3;129;RGS126;D33QUA04;87,82608696
y18;wvb;r1;b4;232;RGS127;D33QUA05;58,84057971
y18;wvb;r1;b3;139;RGS128;D33QUA06;81,15942029
y18;wvb;r1;b1;20;RGS129;D33QUA07;81,44927536
y18;wvb;r1;b1;19;RGS130;D33QUA08;80,28985507
y18;wvb;r1;b2;69;RGS131;D33ETI01;83,47826087
y18;wvb;r1;b1;31;RGS132;D33ETI02;90,43478261
y18;wvb;r1;b4;206;RGS133;D33ETI03;90,72463768
y18;wvb;r1;b4;194;RGS134;D33ETI04;83,47826087
y18;wvb;r1;b4;201;RGS135;D33ETI05;90,72463768
y18;wvb;r1;b5;266;RGS136;D33ETI06;78,84057971
y18;wvb;r1;b1;40;RGS137;D33ETI07;61,44927536
y18;wvb;r1;b1;10;RGS138;D33ETI08;43,1884058
y18;wvb;r1;b1;36;RGS139;D33ETI09;83,76811594
y18;wvb;r1;b5;261;RGS140;D33ETI10;68,4057971
y18;wvb;r1;b3;174;RGS141;D33ETI11;70,43478261
y18;wvb;r1;b3;164;RGS142;D33ETI12;81,15942029
y18;wvb;r1;b4;212;RGS143;D33ETI13;93,04347826
y18;wvb;r1;b1;34;RGS144;D33ETI14;89,27536232
y18;wvb;r1;b1;18;RGS145;D33ETI15;83,47826087
y18;wvb;r1;b2;96;RGS146;D33ETI16;91,30434783
y18;wvb;r1;b4;223;RGS147;D33ETI17;64,34782609
y18;wvb;r1;b3;178;RGS148;D33ETI18;71,88405797
y18;wvb;r1;b5;285;RGS149;D33ETI19;70,72463768
y18;wvb;r1;b3;151;RGS150;D33ETI20;106,0869565
y18;wvb;r1;b5;240;RGS151;D37QUA01;62,89855072
y18;wvb;r1;b4;230;RGS152;D37QUA02;62,02898551
y18;wvb;r1;b4;187;RGS153;D37QUA03;79,13043478
y18;wvb;r1;b3;171;RGS154;D37QUA04;69,85507246
y18;wvb;r1;b5;246;RGS155;D37QUA05;69,27536232
y18;wvb;r1;b3;153;RGS156;D37QUA06;94,20289855
y18;wvb;r1;b3;134;RGS157;D37QUA07;77,97101449
y18;wvb;r1;b2;68;RGS158;D37QUA08;73,62318841
y18;wvb;r1;b4;204;RGS159;D37QUA09;96,23188406
y18;wvb;r1;b3;147;RGS160;D37QUA10;90,14492754
y18;wvb;r1;b5;272;RGS161;D37QUA11;93,33333333
y18;wvb;r1;b3;145;RGS162;D37QUA12;91,5942029
y18;wvb;r1;b1;30;RGS163;D37QUA13;90,43478261
y18;wvb;r1;b4;184;RGS164;D37QUA14;87,24637681
y18;wvb;r1;b1;24;RGS165;D37QUA15;82,02898551
y18;wvb;r1;b4;211;RGS166;D37QUA16;103,1884058
y18;wvb;r1;b4;196;RGS167;D37QUA17;86,37681159
y18;wvb;r1;b5;241;RGS168;D37QUA18;68,11594203
y18;wvb;r1;b2;87;RGS169;D37QUA19;97,10144928
y18;wvb;r1;b1;2;RGS170;D37QUA20;64,34782609
y18;wvb;r1;b5;289;RGS171;D37QUA21;70,14492754
y18;wvb;r1;b1;57;RGS172;D37QUA22;69,56521739
y18;wvb;r1;b1;55;RGS173;D37QUA23;71,30434783
y18;wvb;r1;b1;27;RGS174;D37QUA24;88,98550725
y18;wvb;r1;b3;133;RGS175;D37QUA25;90,43478261
y18;wvb;r1;b2;115;RGS176;D37QUA26;67,53623188
y18;wvb;r1;b4;216;RGS177;D37QUA27;73,91304348
y18;wvb;r1;b2;110;RGS178;D37QUA28;81,44927536
y18;wvb;r1;b2;99;RGS179;D37QUA29;93,33333333
y18;wvb;r1;b2;104;RGS180;D37QUA30;85,2173913
y18;wvb;r1;b1;1;RGS181;D37QUA31;80,28985507
y18;wvb;r1;b3;158;RGS182;D37QUA32;82,89855072
y18;wvb;r1;b3;146;RGS183;D37QUA33;93,62318841
y18;wvb;r1;b3;168;RGS184;D37QUA34;74,7826087
y18;wvb;r1;b5;283;RGS185;D37QUA35;61,73913043
y18;wvb;r1;b1;26;RGS186;D37QUA36;94,49275362
y18;wvb;r1;b3;144;RGS187;D37QUA37;91,01449275
y18;wvb;r1;b4;213;RGS188;D37OTT01;93,62318841
y18;wvb;r1;b3;136;RGS189;D37OTT02;86,37681159
y18;wvb;r1;b4;222;RGS190;D37OTT03;67,82608696
y18;wvb;r1;b5;267;RGS191;D37OTT04;84,34782609
y18;wvb;r1;b2;84;RGS192;D37OTT05;78,84057971
y18;wvb;r1;b2;103;RGS193;D37OTT06;91,30434783
y18;wvb;r1;b3;152;RGS194;D37OTT07;88,69565217
y18;wvb;r1;b1;48;RGS195;D37OTT08;71,5942029
y18;wvb;r1;b1;33;RGS196;D37OTT09;93,04347826
y18;wvb;r1;b4;236;RGS197;D37OTT10;65,50724638
y18;wvb;r1;b3;127;RGS198;D37OTT11;73,91304348
y18;wvb;r1;b2;106;RGS199;D37OTT12;74,20289855
y18;wvb;r1;b4;193;RGS200;D37OTT13;79,13043478
y18;wvb;r1;b5;254;RGS201;ANTMER01;80
y18;wvb;r1;b2;66;RGS202;ANTMER02;70,43478261
y18;wvb;r1;b1;54;RGS203;ANTMER03;71,30434783
y18;wvb;r1;b5;274;RGS204;ANTMER04;94,49275362
y18;wvb;r1;b1;8;RGS205;ANTMER05;66,66666667
y18;wvb;r1;b2;114;RGS206;ANTMER06;77,39130435
y18;wvb;r1;b4;183;RGS207;ANTMER07;80,57971014
y18;wvb;r1;b2;93;RGS208;ANTMER08;97,97101449
y18;wvb;r1;b4;231;RGS209;ANTMER09;67,82608696
y18;wvb;r1;b2;92;RGS210;ANTMER10;101,4492754
y18;wvb;r1;b5;279;RGS211;ANTMER11;82,60869565
y18;wvb;r1;b4;180;RGS212;ANTMER12;85,2173913
y18;wvb;r1;b1;39;RGS213;ANTMER13;83,76811594
y18;wvb;r1;b2;67;RGS214;ANTMER14;71,30434783
y18;wvb;r1;b2;72;RGS215;ANTMER15;81,15942029
y18;wvb;r1;b5;247;RGS216;ANTMER16;66,66666667
y18;wvb;r1;b4;205;RGS217;ANTQUA01;91,88405797
y18;wvb;r1;b2;82;RGS218;ANTQUA02;90,14492754
y18;wvb;r1;b1;49;RGS219;ANTQUA03;70,72463768
y18;wvb;r1;b5;253;RGS220;ANTQUA04;74,7826087
y18;wvb;r1;b4;188;RGS221;ANTQUA05;75,65217391
y18;wvb;r1;b4;192;RGS222;ANTQUA06;87,24637681
y18;wvb;r1;b5;276;RGS223;ANTQUA07;98,55072464
y18;wvb;r1;b5;262;RGS224;ANTQUA08;80
y18;wvb;r1;b5;244;RGS225;ANTQUA09;77,39130435
y18;wvb;r1;b5;259;RGS226;ANTQUA10;69,85507246
y18;wvb;r1;b5;258;RGS227;ANTQUA11;75,65217391
y18;wvb;r1;b1;21;RGS228;ANTQUA12;88,11594203
y18;wvb;r1;b5;284;RGS229;ANTETI01;67,82608696
y18;wvb;r1;b1;45;RGS230;ANTETI02;86,95652174
y18;wvb;r1;b2;76;RGS231;ANTETI03;89,27536232
y18;wvb;r1;b5;250;RGS232;ANTETI04;65,79710145
y18;wvb;r1;b5;271;RGS233;ANTETI05;92,17391304
y18;wvb;r1;b4;219;RGS234;ANTETI06;88,4057971
y18;wvb;r1;b4;218;RGS235;ANTETI07;80,57971014
y18;wvb;r1;b2;85;RGS236;ANTETI08;87,24637681
y18;wvb;r1;b1;52;RGS237;ANTETI09;77,10144928
y18;wvb;r1;b2;78;RGS238;ANTETI10;91,30434783
y18;wvb;r1;b1;58;RGS239;ANTETI11;58,84057971
y18;wvb;r1;b3;148;RGS240;ANTETI12;91,01449275
y18;wvb;r1;b2;116;RGS241;ANTETI13;64,92753623
y18;wvb;r1;b3;126;RGS242;ANTETI14;79,42028986
y18;wvb;r1;b4;225;RGS243;ANTETI15;73,91304348
y18;wvb;r1;b4;238;RGS244;ANTETI16;68,69565217
y18;wvb;r1;b4;208;RGS245;ANTETI17;91,5942029
y18;wvb;r1;b1;43;RGS246;ANTETI18;76,52173913
y18;wvb;r1;b4;207;RGS247;ANTOTT01;93,91304348
y18;wvb;r1;b3;162;RGS248;ANTOTT02;88,69565217
y18;wvb;r1;b5;255;RGS249;ANTOTT03;73,33333333
y18;wvb;r1;b4;235;RGS250;ANTOTT04;62,02898551
y18;wvb;r1;b1;53;RGS251;101;66,66666667
y18;wvb;r1;b2;95;RGS252;146;60,86956522
y18;wvb;r1;b3;179;RGS253;D33;71,30434783
y18;wvb;r1;b4;221;RGS254;D37;63,47826087
y18;wvb;r1;b5;287;RGS255;OTT;97,68115942
y18;wvb;r1;b1;5;RGS256;ANT;66,08695652
y18;wvb;r1;b2;71;RGS257;MER;70,14492754
y18;wvb;r1;b3;143;RGS258;ETI;86,37681159
y18;wvb;r1;b4;197;RGS259;JEN;78,84057971
y18;wvb;r1;b5;269;RGS260;QUA;102,0289855
y18;wvb;r1;b1;41;RGS251;101;95,36231884
y18;wvb;r1;b2;119;RGS252;146;81,15942029
y18;wvb;r1;b3;167;RGS253;D33;63,47826087
y18;wvb;r1;b4;215;RGS254;D37;79,42028986
y18;wvb;r1;b5;293;RGS255;OTT;78,84057971
y18;wvb;r1;b1;17;RGS256;ANT;100,2898551
y18;wvb;r1;b2;83;RGS257;MER;81,15942029
y18;wvb;r1;b3;149;RGS258;ETI;70,43478261
y18;wvb;r1;b4;191;RGS259;JEN;97,68115942
y18;wvb;r1;b5;245;RGS260;QUA;94,20289855
y18;wvb;r1;b1;35;RGS251;101;82,02898551
y18;wvb;r1;b2;107;RGS252;146;84,63768116
y18;wvb;r1;b3;173;RGS253;D33;67,24637681
y18;wvb;r1;b4;239;RGS254;D37;80,57971014
y18;wvb;r1;b5;281;RGS255;OTT;76,23188406
y18;wvb;r1;b1;11;RGS256;ANT;75,07246377
y18;wvb;r1;b2;89;RGS257;MER;96,8115942
y18;wvb;r1;b3;125;RGS258;ETI;95,36231884
y18;wvb;r1;b4;203;RGS259;JEN;100,5797101
y18;wvb;r1;b5;257;RGS260;QUA;96,23188406
y18;wvb;r1;b1;59;RGS251;101;85,79710145
y18;wvb;r1;b2;113;RGS252;146;77,68115942
y18;wvb;r1;b3;161;RGS253;D33;79,71014493
y18;wvb;r1;b4;227;RGS254;D37;69,56521739
y18;wvb;r1;b5;275;RGS255;OTT;72,46376812
y18;wvb;r1;b1;23;RGS256;ANT;93,62318841
y18;wvb;r1;b2;65;RGS257;MER;76,52173913
y18;wvb;r1;b3;137;RGS258;ETI;94,49275362
y18;wvb;r1;b4;209;RGS259;JEN;62,89855072
y18;wvb;r1;b5;251;RGS260;QUA;82,89855072
y18;wvb;r1;b1;47;RGS251;101;79,13043478
y18;wvb;r1;b2;101;RGS252;146;80
y18;wvb;r1;b3;155;RGS253;D33;69,27536232
y18;wvb;r1;b4;233;RGS254;D37;53,91304348
y18;wvb;r1;b5;299;RGS255;OTT;76,23188406
y18;wvb;r1;b1;29;RGS256;ANT;71,30434783
y18;wvb;r1;b2;77;RGS257;MER;89,85507246
y18;wvb;r1;b3;131;RGS258;ETI;70,43478261
y18;wvb;r1;b4;185;RGS259;JEN;66,37681159
